user_id,lesson_id,activity_type,activity_timestamp
930,292,view,2026-02-20 00:00:00
1296,675,view,2026-02-09 00:00:00
1018,343,view,2026-02-03 00:00:00
1429,579,complete,2026-02-13 00:00:00
1476,84,view,2026-02-22 00:00:00
317,412,complete,2026-02-17 00:00:00
1624,598,complete,2026-01-06 00:00:00
1241,427,complete,2026-02-19 00:00:00
78,31,view,2026-03-02 00:00:00
1794,339,complete,2026-01-23 00:00:00
300,505,view,2026-02-10 00:00:00
710,26,view,2026-01-15 00:00:00
368,664,complete,2026-01-20 00:00:00
889,471,view,2026-01-13 00:00:00
726,185,view,2026-02-06 00:00:00
831,322,view,2026-02-11 00:00:00
1388,209,view,2026-02-26 00:00:00
1769,6,complete,2026-01-25 00:00:00
483,156,view,2026-02-09 00:00:00
1419,189,view,2026-02-16 00:00:00
1723,99,view,2026-01-17 00:00:00
1723,255,view,2026-01-15 00:00:00
1684,244,view,2026-03-01 00:00:00
1594,510,view,2026-02-13 00:00:00
646,482,complete,2026-01-16 00:00:00
992,88,complete,2026-01-24 00:00:00
1111,120,view,2026-02-05 00:00:00
1525,277,complete,2026-02-14 00:00:00
977,237,view,2026-01-04 00:00:00
1732,67,complete,2026-01-30 00:00:00
1656,259,complete,2026-01-22 00:00:00
269,228,complete,2026-01-26 00:00:00
1204,72,view,2026-02-02 00:00:00
938,287,complete,2026-01-03 00:00:00
1266,592,view,2026-01-13 00:00:00
1336,256,complete,2026-02-25 00:00:00
236,360,complete,2026-02-13 00:00:00
1709,468,view,2026-02-12 00:00:00
1703,290,complete,2026-02-01 00:00:00
212,595,view,2026-02-03 00:00:00
355,506,complete,2026-01-14 00:00:00
336,622,complete,2026-02-12 00:00:00
51,627,complete,2026-02-14 00:00:00
1649,594,view,2026-02-14 00:00:00
352,262,view,2026-01-26 00:00:00
210,169,view,2026-02-13 00:00:00
381,108,complete,2026-01-31 00:00:00
460,5,complete,2026-02-13 00:00:00
672,9,view,2026-02-07 00:00:00
1021,429,complete,2026-02-16 00:00:00
1287,644,complete,2026-01-15 00:00:00
1174,463,complete,2026-02-10 00:00:00
648,156,complete,2026-02-02 00:00:00
1068,486,view,2026-01-19 00:00:00
1590,122,complete,2026-02-25 00:00:00
185,10,view,2026-02-23 00:00:00
158,74,complete,2026-01-19 00:00:00
1111,227,complete,2026-02-12 00:00:00
1330,140,complete,2026-01-27 00:00:00
1462,418,view,2026-01-26 00:00:00
288,191,view,2026-01-03 00:00:00
1008,113,view,2026-02-22 00:00:00
482,330,complete,2026-01-16 00:00:00
133,344,complete,2026-01-13 00:00:00
1790,22,complete,2026-01-18 00:00:00
1741,44,complete,2026-02-03 00:00:00
329,268,view,2026-01-11 00:00:00
1177,371,complete,2026-02-05 00:00:00
160,318,complete,2026-02-27 00:00:00
530,544,complete,2026-01-08 00:00:00
1509,411,complete,2026-01-12 00:00:00
1244,36,complete,2026-01-01 00:00:00
29,302,complete,2026-02-27 00:00:00
393,514,complete,2026-01-19 00:00:00
854,463,complete,2026-01-25 00:00:00
768,324,complete,2026-02-21 00:00:00
1530,264,complete,2026-02-21 00:00:00
102,155,complete,2026-01-26 00:00:00
154,219,complete,2026-02-14 00:00:00
896,636,complete,2026-02-20 00:00:00
254,37,complete,2026-01-06 00:00:00
1744,21,view,2026-02-08 00:00:00
477,409,complete,2026-02-12 00:00:00
36,484,view,2026-01-12 00:00:00
267,255,complete,2026-02-16 00:00:00
521,673,view,2026-03-01 00:00:00
235,128,complete,2026-01-02 00:00:00
1523,524,complete,2026-01-30 00:00:00
1278,611,complete,2026-02-25 00:00:00
1782,551,view,2026-02-08 00:00:00
1084,658,complete,2026-01-14 00:00:00
96,30,view,2026-02-10 00:00:00
1398,549,view,2026-01-02 00:00:00
1567,447,complete,2026-02-14 00:00:00
1288,512,complete,2026-02-12 00:00:00
125,637,view,2026-02-10 00:00:00
535,394,view,2026-03-01 00:00:00
412,31,view,2026-02-08 00:00:00
1578,549,view,2026-02-27 00:00:00
1448,498,view,2026-02-24 00:00:00
796,347,view,2026-01-29 00:00:00
400,314,view,2026-01-06 00:00:00
275,649,view,2026-01-28 00:00:00
1029,304,complete,2026-01-13 00:00:00
1392,590,view,2026-02-16 00:00:00
1794,657,view,2026-02-08 00:00:00
1321,285,view,2026-02-03 00:00:00
1317,371,view,2026-01-19 00:00:00
602,625,view,2026-02-07 00:00:00
933,378,view,2026-02-16 00:00:00
1340,351,complete,2026-02-14 00:00:00
1433,36,complete,2026-01-09 00:00:00
294,509,complete,2026-02-22 00:00:00
1064,675,complete,2026-02-06 00:00:00
678,652,view,2026-01-11 00:00:00
1335,130,complete,2026-01-23 00:00:00
120,602,view,2026-01-04 00:00:00
1025,37,complete,2026-02-18 00:00:00
1206,594,view,2026-01-12 00:00:00
177,480,view,2026-01-17 00:00:00
1239,45,complete,2026-02-19 00:00:00
412,413,view,2026-01-17 00:00:00
1342,281,complete,2026-02-05 00:00:00
900,192,complete,2026-02-15 00:00:00
163,233,view,2026-02-18 00:00:00
1275,90,view,2026-01-24 00:00:00
684,177,complete,2026-02-07 00:00:00
108,381,complete,2026-01-28 00:00:00
84,413,view,2026-01-07 00:00:00
669,536,complete,2026-01-17 00:00:00
1674,163,complete,2026-01-20 00:00:00
985,90,complete,2026-01-23 00:00:00
1212,329,complete,2026-01-17 00:00:00
299,315,view,2026-01-18 00:00:00
47,359,complete,2026-02-07 00:00:00
229,279,complete,2026-02-21 00:00:00
1245,359,complete,2026-02-17 00:00:00
54,574,view,2026-02-12 00:00:00
753,27,view,2026-01-01 00:00:00
1650,421,view,2026-01-25 00:00:00
1775,285,complete,2026-02-28 00:00:00
745,219,complete,2026-02-10 00:00:00
673,34,view,2026-01-12 00:00:00
852,474,complete,2026-01-22 00:00:00
1412,157,complete,2026-01-11 00:00:00
680,579,complete,2026-02-24 00:00:00
909,253,complete,2026-02-26 00:00:00
1383,504,view,2026-02-09 00:00:00
1116,277,complete,2026-02-15 00:00:00
227,289,view,2026-02-02 00:00:00
785,428,view,2026-03-01 00:00:00
345,588,view,2026-02-17 00:00:00
371,148,complete,2026-02-27 00:00:00
627,204,complete,2026-01-08 00:00:00
833,123,view,2026-01-19 00:00:00
231,559,complete,2026-01-14 00:00:00
1379,485,complete,2026-02-04 00:00:00
1565,573,view,2026-01-15 00:00:00
220,619,view,2026-02-22 00:00:00
263,516,complete,2026-02-16 00:00:00
658,203,view,2026-02-07 00:00:00
625,90,view,2026-02-15 00:00:00
1449,89,view,2026-02-20 00:00:00
1561,441,complete,2026-01-29 00:00:00
1378,72,view,2026-01-19 00:00:00
665,643,complete,2026-02-07 00:00:00
179,430,complete,2026-02-02 00:00:00
1544,209,view,2026-01-10 00:00:00
907,291,complete,2026-01-17 00:00:00
883,290,view,2026-02-13 00:00:00
958,20,view,2026-01-21 00:00:00
43,181,complete,2026-01-29 00:00:00
757,280,view,2026-02-24 00:00:00
1062,117,complete,2026-01-05 00:00:00
1095,558,complete,2026-02-15 00:00:00
885,231,complete,2026-02-06 00:00:00
1384,23,complete,2026-01-19 00:00:00
1012,407,complete,2026-01-08 00:00:00
1253,473,complete,2026-02-12 00:00:00
1662,466,complete,2026-02-07 00:00:00
967,288,view,2026-01-22 00:00:00
376,85,complete,2026-01-13 00:00:00
66,462,view,2026-01-23 00:00:00
56,486,view,2026-01-06 00:00:00
1668,353,complete,2026-02-04 00:00:00
856,44,complete,2026-01-20 00:00:00
1649,291,complete,2026-01-12 00:00:00
1232,29,view,2026-02-14 00:00:00
113,659,view,2026-01-25 00:00:00
1202,390,view,2026-02-16 00:00:00
376,359,complete,2026-02-13 00:00:00
596,380,complete,2026-03-01 00:00:00
1170,504,view,2026-01-01 00:00:00
456,337,view,2026-01-13 00:00:00
1252,108,view,2026-01-14 00:00:00
247,322,complete,2026-02-04 00:00:00
1204,468,view,2026-01-29 00:00:00
1354,125,complete,2026-01-06 00:00:00
1094,107,view,2026-01-01 00:00:00
1436,123,complete,2026-02-05 00:00:00
1372,613,view,2026-02-24 00:00:00
825,492,complete,2026-01-15 00:00:00
728,454,complete,2026-02-23 00:00:00
801,480,view,2026-01-22 00:00:00
40,263,view,2026-02-04 00:00:00
1366,173,complete,2026-01-17 00:00:00
1282,285,complete,2026-02-22 00:00:00
729,232,complete,2026-02-23 00:00:00
1756,231,view,2026-02-22 00:00:00
1681,77,view,2026-02-02 00:00:00
554,395,view,2026-02-12 00:00:00
750,454,view,2026-01-05 00:00:00
22,614,complete,2026-01-15 00:00:00
261,187,complete,2026-01-25 00:00:00
793,373,complete,2026-02-11 00:00:00
876,619,complete,2026-01-27 00:00:00
1186,311,view,2026-02-14 00:00:00
1573,209,complete,2026-02-24 00:00:00
1743,511,complete,2026-01-03 00:00:00
1290,375,view,2026-01-10 00:00:00
492,335,complete,2026-01-14 00:00:00
961,317,view,2026-02-12 00:00:00
871,368,complete,2026-01-13 00:00:00
396,8,complete,2026-03-02 00:00:00
413,190,view,2026-02-19 00:00:00
1263,524,view,2026-02-21 00:00:00
414,604,view,2026-02-28 00:00:00
922,394,complete,2026-02-09 00:00:00
1168,24,complete,2026-01-03 00:00:00
1531,368,view,2026-02-28 00:00:00
758,423,view,2026-01-09 00:00:00
1446,213,complete,2026-01-19 00:00:00
843,138,complete,2026-01-10 00:00:00
146,556,view,2026-02-13 00:00:00
152,158,complete,2026-01-07 00:00:00
1350,416,view,2026-01-02 00:00:00
810,512,view,2026-02-11 00:00:00
407,488,complete,2026-02-04 00:00:00
693,629,complete,2026-01-06 00:00:00
509,207,view,2026-02-24 00:00:00
1173,629,view,2026-01-01 00:00:00
1086,409,complete,2026-02-01 00:00:00
1318,263,complete,2026-01-03 00:00:00
1496,293,complete,2026-02-03 00:00:00
1001,427,complete,2026-01-23 00:00:00
87,171,complete,2026-02-21 00:00:00
220,577,view,2026-02-09 00:00:00
1598,90,view,2026-02-13 00:00:00
529,494,complete,2026-01-18 00:00:00
1209,592,complete,2026-02-03 00:00:00
1318,179,complete,2026-02-21 00:00:00
1421,39,complete,2026-02-03 00:00:00
125,576,complete,2026-01-23 00:00:00
1681,193,view,2026-02-21 00:00:00
1466,448,view,2026-02-18 00:00:00
330,613,view,2026-01-29 00:00:00
579,517,view,2026-02-11 00:00:00
1320,291,complete,2026-02-01 00:00:00
550,271,complete,2026-01-24 00:00:00
447,158,view,2026-02-21 00:00:00
1443,377,view,2026-02-26 00:00:00
105,6,complete,2026-01-21 00:00:00
646,462,view,2026-02-28 00:00:00
1699,440,complete,2026-01-13 00:00:00
1586,373,complete,2026-02-01 00:00:00
1295,576,complete,2026-02-24 00:00:00
549,564,view,2026-01-29 00:00:00
1061,147,view,2026-02-05 00:00:00
1769,478,view,2026-02-14 00:00:00
139,85,complete,2026-01-30 00:00:00
1741,567,view,2026-02-14 00:00:00
1281,38,view,2026-01-07 00:00:00
1556,406,complete,2026-02-25 00:00:00
1406,453,view,2026-01-12 00:00:00
85,139,complete,2026-02-01 00:00:00
1164,681,view,2026-01-25 00:00:00
1069,390,complete,2026-01-13 00:00:00
1079,177,view,2026-02-14 00:00:00
1320,421,view,2026-01-10 00:00:00
1140,397,view,2026-02-25 00:00:00
230,39,view,2026-01-30 00:00:00
1615,507,complete,2026-01-21 00:00:00
171,220,view,2026-01-02 00:00:00
889,201,complete,2026-01-30 00:00:00
1128,592,view,2026-02-06 00:00:00
226,494,view,2026-02-23 00:00:00
1129,520,complete,2026-01-11 00:00:00
1315,569,complete,2026-01-06 00:00:00
892,563,view,2026-02-24 00:00:00
826,126,view,2026-01-25 00:00:00
97,569,complete,2026-02-19 00:00:00
1540,194,complete,2026-01-30 00:00:00
886,627,view,2026-01-28 00:00:00
1067,50,view,2026-02-05 00:00:00
138,189,view,2026-02-03 00:00:00
1155,206,view,2026-02-12 00:00:00
794,558,view,2026-02-19 00:00:00
725,472,view,2026-03-01 00:00:00
157,395,complete,2026-02-15 00:00:00
155,542,complete,2026-01-04 00:00:00
947,12,view,2026-02-19 00:00:00
1747,624,complete,2026-02-20 00:00:00
1082,180,complete,2026-03-01 00:00:00
1137,170,complete,2026-02-25 00:00:00
258,334,view,2026-02-06 00:00:00
1013,572,view,2026-02-10 00:00:00
268,622,view,2026-02-15 00:00:00
882,397,complete,2026-02-08 00:00:00
234,155,view,2026-01-20 00:00:00
406,254,view,2026-01-08 00:00:00
229,159,complete,2026-01-15 00:00:00
1767,687,complete,2026-02-25 00:00:00
225,226,view,2026-01-03 00:00:00
1513,261,complete,2026-01-19 00:00:00
279,380,view,2026-01-12 00:00:00
1587,136,view,2026-02-28 00:00:00
1740,544,view,2026-02-12 00:00:00
1171,258,view,2026-02-08 00:00:00
903,672,complete,2026-02-23 00:00:00
1263,408,view,2026-01-23 00:00:00
621,615,view,2026-01-19 00:00:00
1596,688,complete,2026-01-03 00:00:00
1118,479,view,2026-02-23 00:00:00
98,373,complete,2026-02-21 00:00:00
12,639,complete,2026-01-06 00:00:00
309,110,view,2026-01-02 00:00:00
337,3,view,2026-02-16 00:00:00
1315,178,view,2026-01-12 00:00:00
1183,208,view,2026-02-23 00:00:00
977,255,view,2026-01-12 00:00:00
1123,295,complete,2026-02-22 00:00:00
81,635,complete,2026-01-07 00:00:00
297,548,complete,2026-01-15 00:00:00
469,200,view,2026-01-27 00:00:00
1272,433,view,2026-01-12 00:00:00
561,171,complete,2026-01-21 00:00:00
1342,447,view,2026-02-20 00:00:00
714,116,view,2026-02-07 00:00:00
1025,18,view,2026-02-04 00:00:00
1754,541,complete,2026-01-22 00:00:00
528,204,complete,2026-01-14 00:00:00
631,387,complete,2026-02-14 00:00:00
253,348,complete,2026-01-08 00:00:00
741,416,view,2026-01-12 00:00:00
66,531,complete,2026-02-26 00:00:00
1678,539,view,2026-01-12 00:00:00
1623,53,view,2026-02-12 00:00:00
970,133,complete,2026-01-06 00:00:00
1750,413,complete,2026-01-30 00:00:00
844,529,view,2026-02-07 00:00:00
1619,74,complete,2026-01-20 00:00:00
340,627,complete,2026-01-02 00:00:00
1628,12,view,2026-01-11 00:00:00
1079,201,view,2026-02-22 00:00:00
438,127,complete,2026-02-18 00:00:00
176,496,view,2026-02-20 00:00:00
768,11,complete,2026-01-09 00:00:00
1643,120,view,2026-01-25 00:00:00
1507,554,view,2026-01-02 00:00:00
157,102,view,2026-01-21 00:00:00
1437,52,view,2026-02-26 00:00:00
764,262,complete,2026-01-15 00:00:00
1130,73,complete,2026-01-26 00:00:00
51,49,view,2026-02-11 00:00:00
1629,257,view,2026-03-02 00:00:00
990,492,complete,2026-01-27 00:00:00
463,360,complete,2026-01-23 00:00:00
333,399,view,2026-01-02 00:00:00
418,116,view,2026-02-03 00:00:00
803,423,complete,2026-01-17 00:00:00
1504,100,view,2026-02-27 00:00:00
240,660,view,2026-02-20 00:00:00
1130,582,complete,2026-02-11 00:00:00
359,161,view,2026-01-02 00:00:00
1087,117,complete,2026-02-27 00:00:00
734,632,complete,2026-01-06 00:00:00
14,650,view,2026-02-11 00:00:00
831,613,complete,2026-02-19 00:00:00
945,537,view,2026-02-24 00:00:00
261,91,complete,2026-01-05 00:00:00
1298,143,view,2026-01-09 00:00:00
1454,487,view,2026-02-25 00:00:00
753,600,complete,2026-01-21 00:00:00
102,339,view,2026-01-11 00:00:00
798,281,view,2026-01-12 00:00:00
857,444,view,2026-01-25 00:00:00
1053,463,complete,2026-01-26 00:00:00
1776,421,complete,2026-01-09 00:00:00
1758,130,view,2026-01-01 00:00:00
936,420,complete,2026-02-13 00:00:00
603,274,complete,2026-02-04 00:00:00
621,467,view,2026-02-15 00:00:00
1503,668,view,2026-01-29 00:00:00
397,159,complete,2026-02-13 00:00:00
1746,48,view,2026-02-23 00:00:00
1777,107,view,2026-02-22 00:00:00
890,643,view,2026-01-20 00:00:00
108,658,view,2026-02-11 00:00:00
1580,104,complete,2026-01-08 00:00:00
1689,496,view,2026-02-20 00:00:00
743,385,complete,2026-02-18 00:00:00
996,387,view,2026-01-24 00:00:00
1032,567,complete,2026-01-10 00:00:00
466,108,view,2026-01-04 00:00:00
214,195,view,2026-01-03 00:00:00
1389,577,complete,2026-02-13 00:00:00
935,561,complete,2026-01-01 00:00:00
1010,70,view,2026-02-16 00:00:00
629,400,complete,2026-01-03 00:00:00
114,375,view,2026-01-07 00:00:00
901,408,complete,2026-02-28 00:00:00
1651,140,complete,2026-01-02 00:00:00
125,624,view,2026-02-18 00:00:00
1211,303,complete,2026-02-03 00:00:00
1040,376,complete,2026-01-16 00:00:00
488,611,view,2026-02-10 00:00:00
432,165,complete,2026-01-13 00:00:00
1141,11,view,2026-02-22 00:00:00
1321,683,view,2026-02-23 00:00:00
1291,190,complete,2026-01-22 00:00:00
615,343,view,2026-01-21 00:00:00
1339,568,complete,2026-02-15 00:00:00
1101,34,complete,2026-01-10 00:00:00
846,626,view,2026-01-10 00:00:00
1509,42,view,2026-02-06 00:00:00
1725,432,complete,2026-01-02 00:00:00
786,229,complete,2026-01-05 00:00:00
1659,510,complete,2026-02-28 00:00:00
1085,174,view,2026-02-03 00:00:00
43,537,view,2026-02-23 00:00:00
649,55,complete,2026-02-02 00:00:00
1748,164,view,2026-01-16 00:00:00
403,275,view,2026-02-03 00:00:00
6,347,complete,2026-02-18 00:00:00
745,482,view,2026-01-04 00:00:00
1191,400,view,2026-01-07 00:00:00
665,351,complete,2026-02-09 00:00:00
589,364,view,2026-02-08 00:00:00
449,514,complete,2026-02-22 00:00:00
1127,293,view,2026-02-22 00:00:00
491,40,complete,2026-02-19 00:00:00
1151,369,view,2026-02-09 00:00:00
829,104,view,2026-01-27 00:00:00
67,11,view,2026-01-24 00:00:00
634,96,complete,2026-02-13 00:00:00
643,405,view,2026-02-16 00:00:00
64,117,complete,2026-01-07 00:00:00
1206,125,view,2026-01-11 00:00:00
652,234,complete,2026-02-02 00:00:00
417,635,complete,2026-02-18 00:00:00
463,507,view,2026-02-28 00:00:00
71,338,complete,2026-02-13 00:00:00
70,202,complete,2026-02-18 00:00:00
617,26,complete,2026-02-08 00:00:00
1347,137,view,2026-02-01 00:00:00
1182,520,view,2026-01-19 00:00:00
642,409,complete,2026-01-08 00:00:00
538,626,complete,2026-01-08 00:00:00
1158,10,view,2026-01-26 00:00:00
812,110,view,2026-01-12 00:00:00
8,435,view,2026-01-07 00:00:00
1722,331,complete,2026-02-18 00:00:00
1021,685,complete,2026-02-11 00:00:00
1038,418,complete,2026-01-26 00:00:00
1736,117,complete,2026-02-22 00:00:00
577,362,view,2026-02-14 00:00:00
1506,9,view,2026-01-22 00:00:00
1447,164,complete,2026-01-17 00:00:00
48,327,complete,2026-02-16 00:00:00
990,112,view,2026-02-06 00:00:00
256,209,complete,2026-01-09 00:00:00
102,352,view,2026-02-09 00:00:00
75,13,view,2026-02-19 00:00:00
622,212,complete,2026-02-21 00:00:00
358,178,complete,2026-01-12 00:00:00
831,208,view,2026-02-25 00:00:00
1136,506,view,2026-02-16 00:00:00
347,658,view,2026-01-13 00:00:00
143,160,view,2026-01-19 00:00:00
1403,290,complete,2026-02-02 00:00:00
1187,525,complete,2026-02-23 00:00:00
283,336,view,2026-01-25 00:00:00
912,128,view,2026-01-05 00:00:00
692,565,view,2026-02-19 00:00:00
1212,222,view,2026-01-24 00:00:00
1694,262,view,2026-01-24 00:00:00
529,414,view,2026-01-25 00:00:00
432,470,complete,2026-01-15 00:00:00
779,664,view,2026-01-03 00:00:00
754,563,view,2026-02-12 00:00:00
325,664,view,2026-01-21 00:00:00
413,13,view,2026-01-08 00:00:00
165,559,complete,2026-01-30 00:00:00
1455,183,view,2026-01-29 00:00:00
408,469,view,2026-02-25 00:00:00
1124,546,view,2026-02-23 00:00:00
771,400,view,2026-02-28 00:00:00
1376,657,view,2026-01-03 00:00:00
1465,73,view,2026-02-22 00:00:00
1229,3,view,2026-02-21 00:00:00
1506,66,view,2026-02-24 00:00:00
792,403,complete,2026-01-28 00:00:00
1355,100,view,2026-01-09 00:00:00
920,364,complete,2026-01-28 00:00:00
1032,103,view,2026-02-10 00:00:00
900,508,complete,2026-01-08 00:00:00
1566,136,complete,2026-02-17 00:00:00
1304,21,complete,2026-01-01 00:00:00
465,354,view,2026-01-26 00:00:00
1583,121,view,2026-01-07 00:00:00
763,368,complete,2026-01-14 00:00:00
500,490,view,2026-02-18 00:00:00
219,168,view,2026-02-13 00:00:00
275,225,complete,2026-02-12 00:00:00
790,500,view,2026-01-30 00:00:00
841,555,complete,2026-02-23 00:00:00
891,359,view,2026-01-22 00:00:00
1086,179,complete,2026-02-01 00:00:00
207,686,view,2026-02-24 00:00:00
632,523,complete,2026-01-02 00:00:00
42,357,view,2026-01-11 00:00:00
233,616,view,2026-02-18 00:00:00
1690,96,complete,2026-01-04 00:00:00
1016,616,view,2026-01-22 00:00:00
1589,103,view,2026-01-19 00:00:00
1597,60,view,2026-02-19 00:00:00
1389,129,complete,2026-02-13 00:00:00
1147,198,view,2026-02-09 00:00:00
559,151,complete,2026-01-31 00:00:00
1297,599,complete,2026-02-23 00:00:00
256,649,view,2026-01-27 00:00:00
1293,41,complete,2026-01-24 00:00:00
639,495,complete,2026-02-13 00:00:00
1096,28,view,2026-01-09 00:00:00
52,551,view,2026-02-28 00:00:00
188,102,complete,2026-01-29 00:00:00
959,587,complete,2026-02-12 00:00:00
328,154,complete,2026-02-10 00:00:00
1425,171,view,2026-03-01 00:00:00
1141,443,complete,2026-01-09 00:00:00
286,321,view,2026-01-27 00:00:00
134,647,complete,2026-01-17 00:00:00
159,23,complete,2026-01-01 00:00:00
247,271,complete,2026-02-01 00:00:00
564,601,view,2026-02-04 00:00:00
315,665,view,2026-01-30 00:00:00
1319,573,complete,2026-01-07 00:00:00
1735,546,view,2026-02-18 00:00:00
1341,74,complete,2026-01-02 00:00:00
119,490,complete,2026-02-03 00:00:00
1058,574,view,2026-01-11 00:00:00
1597,206,complete,2026-01-17 00:00:00
1145,59,complete,2026-02-14 00:00:00
988,169,complete,2026-01-08 00:00:00
379,682,view,2026-01-22 00:00:00
1724,33,complete,2026-02-28 00:00:00
1089,369,view,2026-02-22 00:00:00
1562,127,complete,2026-01-31 00:00:00
1278,227,complete,2026-01-30 00:00:00
1723,591,view,2026-02-07 00:00:00
1236,582,view,2026-01-19 00:00:00
419,360,complete,2026-02-16 00:00:00
637,308,view,2026-02-14 00:00:00
1549,133,view,2026-01-01 00:00:00
1494,186,complete,2026-01-25 00:00:00
1104,187,complete,2026-02-06 00:00:00
28,189,view,2026-01-18 00:00:00
374,670,complete,2026-02-28 00:00:00
1084,234,complete,2026-01-24 00:00:00
1119,494,complete,2026-02-28 00:00:00
1499,255,complete,2026-02-03 00:00:00
357,127,complete,2026-02-14 00:00:00
866,606,view,2026-01-28 00:00:00
372,588,view,2026-02-23 00:00:00
1301,432,complete,2026-02-06 00:00:00
644,678,view,2026-01-04 00:00:00
430,336,view,2026-01-31 00:00:00
581,6,complete,2026-01-12 00:00:00
1061,12,view,2026-01-10 00:00:00
974,202,complete,2026-02-08 00:00:00
586,36,view,2026-01-21 00:00:00
1027,612,complete,2026-01-17 00:00:00
1267,51,complete,2026-01-19 00:00:00
1787,440,view,2026-02-25 00:00:00
1800,37,view,2026-02-06 00:00:00
1193,464,complete,2026-01-15 00:00:00
1564,181,view,2026-01-18 00:00:00
1287,663,view,2026-01-21 00:00:00
1058,190,complete,2026-02-02 00:00:00
660,108,complete,2026-02-28 00:00:00
1532,305,view,2026-02-05 00:00:00
1115,166,complete,2026-01-12 00:00:00
104,342,view,2026-01-09 00:00:00
1553,151,complete,2026-02-15 00:00:00
900,167,complete,2026-02-19 00:00:00
1650,434,complete,2026-01-29 00:00:00
1784,471,complete,2026-01-02 00:00:00
112,410,view,2026-01-09 00:00:00
1767,262,complete,2026-02-14 00:00:00
609,245,complete,2026-01-15 00:00:00
1409,207,complete,2026-01-04 00:00:00
1388,106,view,2026-02-05 00:00:00
277,463,complete,2026-01-12 00:00:00
409,606,view,2026-02-25 00:00:00
1496,108,complete,2026-01-09 00:00:00
1089,524,complete,2026-01-01 00:00:00
1061,435,view,2026-02-28 00:00:00
1326,487,view,2026-01-13 00:00:00
547,216,complete,2026-02-07 00:00:00
633,78,complete,2026-03-01 00:00:00
1686,530,complete,2026-01-13 00:00:00
618,279,view,2026-02-08 00:00:00
598,157,complete,2026-01-07 00:00:00
686,393,complete,2026-01-05 00:00:00
1762,377,view,2026-02-04 00:00:00
514,484,view,2026-02-17 00:00:00
972,475,complete,2026-01-18 00:00:00
432,384,complete,2026-02-26 00:00:00
599,387,view,2026-01-02 00:00:00
1614,75,view,2026-01-25 00:00:00
1613,209,complete,2026-01-30 00:00:00
708,645,view,2026-02-28 00:00:00
1060,393,complete,2026-02-04 00:00:00
702,401,view,2026-01-20 00:00:00
430,134,complete,2026-01-31 00:00:00
1672,38,view,2026-01-17 00:00:00
737,383,view,2026-02-17 00:00:00
1646,534,complete,2026-02-03 00:00:00
1371,303,complete,2026-01-18 00:00:00
1729,223,view,2026-02-16 00:00:00
140,109,complete,2026-02-24 00:00:00
238,215,complete,2026-01-12 00:00:00
682,315,complete,2026-02-13 00:00:00
1049,25,complete,2026-01-27 00:00:00
1129,267,view,2026-02-08 00:00:00
1144,650,complete,2026-01-29 00:00:00
1608,524,complete,2026-01-24 00:00:00
922,543,complete,2026-01-15 00:00:00
832,670,complete,2026-01-17 00:00:00
1378,575,view,2026-01-03 00:00:00
381,55,complete,2026-01-29 00:00:00
974,62,complete,2026-02-27 00:00:00
276,341,view,2026-01-15 00:00:00
1140,570,complete,2026-02-23 00:00:00
825,187,view,2026-01-26 00:00:00
424,462,view,2026-02-24 00:00:00
1084,481,view,2026-01-03 00:00:00
127,302,complete,2026-01-02 00:00:00
537,570,complete,2026-02-28 00:00:00
1657,583,complete,2026-01-20 00:00:00
1400,81,complete,2026-02-14 00:00:00
1516,127,view,2026-01-08 00:00:00
459,579,view,2026-02-23 00:00:00
332,334,view,2026-02-28 00:00:00
1499,415,complete,2026-02-21 00:00:00
956,545,complete,2026-02-23 00:00:00
1239,90,complete,2026-02-17 00:00:00
853,361,complete,2026-01-21 00:00:00
259,549,complete,2026-01-01 00:00:00
1292,557,view,2026-02-17 00:00:00
103,234,view,2026-01-28 00:00:00
352,228,complete,2026-01-10 00:00:00
233,35,view,2026-01-27 00:00:00
1778,632,complete,2026-01-12 00:00:00
890,106,view,2026-01-28 00:00:00
396,8,complete,2026-01-30 00:00:00
289,176,view,2026-02-22 00:00:00
851,184,complete,2026-01-10 00:00:00
945,429,complete,2026-02-20 00:00:00
1488,604,view,2026-02-01 00:00:00
1490,153,complete,2026-01-20 00:00:00
1240,490,view,2026-01-09 00:00:00
1702,188,view,2026-01-21 00:00:00
89,59,complete,2026-01-20 00:00:00
631,669,complete,2026-01-30 00:00:00
1171,326,view,2026-02-06 00:00:00
138,292,view,2026-01-01 00:00:00
1442,4,view,2026-02-03 00:00:00
1312,186,complete,2026-01-20 00:00:00
172,122,complete,2026-02-08 00:00:00
1590,503,complete,2026-02-12 00:00:00
721,524,complete,2026-01-26 00:00:00
123,12,view,2026-02-08 00:00:00
769,190,complete,2026-01-30 00:00:00
1714,157,view,2026-02-24 00:00:00
262,593,view,2026-01-26 00:00:00
627,434,view,2026-01-25 00:00:00
1637,392,complete,2026-02-22 00:00:00
1250,232,view,2026-01-06 00:00:00
1091,530,complete,2026-02-26 00:00:00
1738,37,complete,2026-02-04 00:00:00
1252,255,view,2026-02-20 00:00:00
190,667,view,2026-01-19 00:00:00
760,504,view,2026-02-04 00:00:00
486,384,view,2026-02-06 00:00:00
1236,243,view,2026-02-05 00:00:00
1657,327,view,2026-01-08 00:00:00
1783,533,view,2026-02-19 00:00:00
9,232,complete,2026-02-28 00:00:00
534,548,view,2026-02-19 00:00:00
